name,distance,address,telephone,rating,review_counts,closed
Momo Hut & Gardens,916.8929366729212,"401 Danforth Avenue, Danforth, Toronto, ON M4K 1P1, Canada",+1 416-363-8580,4.5,124,False
Not Just Butter Chicken,901.3645301638888,"1307 Danforth Avenue, Toronto, ON M4J 1M8, Canada",+1 416-994-1972,4.5,16,False
India Kitchen,246.21434747073175,"988 Danforth Ave, Toronto, ON M4J 1M1, Canada",,1.0,1,False
Gorkha Durbar,675.0354110886004,"516 Danforth Ave, Toronto, ON M4K 1P6, Canada",+1 416-469-5580,2.0,1,False
Abyssinia Ethiopian Restaurant,58.95789912125276,"884 Danforth Avenue, Toronto, ON M4J 1L7, Canada",+1 416-778-9798,4.5,25,False
Maha's,1336.399911985035,"226 Greenwood Avenue, Toronto, ON M4L 2R2, Canada",+1 416-462-2703,4.0,598,False
Osmow's,1062.2249647236067,"790 Military Trail, Scarborough, ON M1E 4P7, Canada",+1 647-350-3325,3.0,103,False
Bindia Indian Bistro,664.623873981227,"16 Market St., Toronto, ON M5E 1M6, Canada",+1 416-863-0000,4.0,207,False
Bombay Palace,855.2569090623658,"71 Jarvis Street, Toronto, ON M5C 2H2, Canada",+1 416-368-8048,3.5,59,False
Benares Cucina Indian,786.6591545532978,"001 – 49 Front Street E, Toronto, ON M5E 1B3, Canada",+1 416-955-9000,4.0,9,False
Chaska,267.86171841635695,"16 Richardson Street, Unit 2, Toronto, ON M5A 1B4, Canada",+1 416-594-0104,1.0,1,False
Karma’s Kitchen,540.8543021470005,"140 The Esplanade, Unit 4, Toronto, ON M5A 4P5, Canada",,2.0,1,False
My Roti Place,919.4970852033117,"12 Queens Quay W, Toronto, ON M5J 2V7, Canada",+1 647-348-7684,3.5,25,False
My Dosa Place,930.4150751758639,"12 Queens Quay W, Toronto, ON M5J 2V7, Canada",+1 647-350-3672,3.0,20,False
Butter Chicken Roti,726.0490379841773,"201 King Street E, Unit 3, Toronto, ON M5A 1J5, Canada",+1 416-551-9933,3.5,37,False
Touch,1157.589137422109,"1 Adelaide St E, Toronto, ON M5C 1J4, Canada",+1 416-364-4203,3.0,20,False
Chachu's,1116.6451544543186,"179 Parliament Street, Toronto, ON M5A 1T1, Canada",,3.5,2,False
Little India Restaurant,691.8363677874551,"255 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-205-9836,3.5,435,False
Maezo Indian Cuisine,226.29401891324974,"102-250 Dundas Street W, Toronto, ON M5T 2Z6, Canada",+1 416-941-0000,4.5,12,False
The Host Fine Indian Cuisine,136.9100691200103,"87 Elm Street, Toronto, ON M5G 0A8, Canada",+1 416-962-4678,3.5,131,False
Khazana - By Chef Sanjeev Kapoor,633.8536587783394,"261 Yonge Street, Toronto, ON M5B 1N8, Canada",+1 905-789-8738,3.5,20,False
Spice66,560.2748838880306,"335 Yonge And Dundas, Toronto, ON M5B 2L3, Canada",+1 416-816-2766,4.0,3,False
T|Bar,437.76627242590274,"Chelsea Hotel, 33 Gerrard Street W, Toronto, ON M5G 1Z4, Canada",+1 416-585-4961,3.5,13,False
Matagali Restaurant,250.51313170446335,"69 Elm Street, Toronto, ON M5G 1H2, Canada",+1 416-599-9994,3.5,57,False
The Bombay,701.5815573758288,"259 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-519-2550,3.0,9,False
Indian Biriyani House,186.16087307119716,"181 Dundas St W, Toronto, ON M5G 1C7, Canada",+1 416-340-1254,2.5,71,False
Byblos,981.8386955132319,"11 Duncan Street, Toronto, ON M5V 3M2, Canada",+1 647-660-0909,4.5,910,False
Saffron Spice Kitchen,1164.4132943678665,"459 Queen Street W, Toronto, ON M5V 2A9, Canada",+1 416-203-0222,4.0,137,False
Colaba Junction,555.7262070465266,"801 Bay Street, Unit 3 & 4, Toronto, ON M5S 1Y9, Canada",+1 416-646-8800,3.0,81,False
PLANTA Toronto,621.586331829623,"180 Queen Street W, Toronto, ON M5V 3X3, Canada",+1 647-812-1210,4.0,168,False
Punjabi Chaap Corner,353.4931198334629,"38 Elm Street, Unit 06A, Toronto, ON M5G 2K5, Canada",+1 416-598-3787,4.0,5,False
Chaska,869.6098118555103,"218 Adelaide St W, Toronto, ON M5H 1W7, Canada",,4.0,12,False
Sizzler Kabab,917.3036199858476,"381 Spadina Avenue, Toronto, ON M5T 2G6, Canada",+1 416-551-7786,3.5,51,False
Indian Roti House,1082.9926425070394,"471 Church Street, Toronto, ON M4Y 2C5, Canada",+1 647-987-7684,3.5,43,False
Ali Baba's Middle Eastern Cuisine,175.93065551065538,"197 Dundas Street W, Toronto, ON M5G 1C8, Canada",+1 416-597-0202,3.0,50,False
Globol Restaurants,888.2969973155932,"60 Carlton Street, Loblaws Maple Leaf Gardens, Toronto, ON M5B 1J2, Canada",,5.0,1,False
My Dosa Place,1146.8718195103481,"406 Queen Street W, Toronto, ON M5V 2A6, Canada",+1 416-366-5554,4.0,1,False
Little India Restaurant,874.3016447075278,"255 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-205-9836,3.5,435,False
The Host Fine Indian Cuisine,126.06610238083542,"87 Elm Street, Toronto, ON M5G 0A8, Canada",+1 416-962-4678,3.5,131,False
Khazana - By Chef Sanjeev Kapoor,578.893541649344,"261 Yonge Street, Toronto, ON M5B 1N8, Canada",+1 905-789-8738,3.5,20,False
Maezo Indian Cuisine,428.6358740651117,"102-250 Dundas Street W, Toronto, ON M5T 2Z6, Canada",+1 416-941-0000,4.5,12,False
Spice66,437.0869802836926,"335 Yonge And Dundas, Toronto, ON M5B 2L3, Canada",+1 416-816-2766,4.0,3,False
Matagali Restaurant,146.93204293868808,"69 Elm Street, Toronto, ON M5G 1H2, Canada",+1 416-599-9994,3.5,57,False
T|Bar,261.0673955887304,"Chelsea Hotel, 33 Gerrard Street W, Toronto, ON M5G 1Z4, Canada",+1 416-585-4961,3.5,13,False
Colaba Junction,369.547454542952,"801 Bay Street, Unit 3 & 4, Toronto, ON M5S 1Y9, Canada",+1 416-646-8800,3.0,81,False
Indian Biriyani House,318.0928772702223,"181 Dundas St W, Toronto, ON M5G 1C7, Canada",+1 416-340-1254,2.5,71,False
The Bombay,885.2861679463201,"259 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-519-2550,3.0,9,False
Punjabi Chaap Corner,209.26826666198028,"38 Elm Street, Unit 06A, Toronto, ON M5G 2K5, Canada",+1 416-598-3787,4.0,5,False
Indian Roti House,880.4692572812658,"471 Church Street, Toronto, ON M4Y 2C5, Canada",+1 647-987-7684,3.5,43,False
PLANTA Toronto,792.486524103419,"180 Queen Street W, Toronto, ON M5V 3X3, Canada",+1 647-812-1210,4.0,168,False
Multani Rollz & Bowlz,339.1642650490251,"384 Yonge Street, Unit 54, Toronto, ON M5G 2K2, Canada",,3.0,1,False
Globol Restaurants,687.3519241519276,"60 Carlton Street, Loblaws Maple Leaf Gardens, Toronto, ON M5B 1J2, Canada",,5.0,1,False
Oh Bombay,469.7529834121181,"21 Grenville Street, Toronto, ON M4Y 1A1, Canada",+1 647-812-6208,3.5,2,False
Cucini Xpress,339.26565191211046,"372 Yonge Street, Toronto, ON M5G 2K9, Canada",+1 416-827-1815,5.0,3,False
Ali Baba's Middle Eastern Cuisine,341.1651565011773,"197 Dundas Street W, Toronto, ON M5G 1C8, Canada",+1 416-597-0202,3.0,50,False
Curry Kitchen + Falafel,858.590193953339,"139 Dundas Street E, Toronto, ON M5B 2N6, Canada",+1 647-352-8779,5.0,1,False
Veda Healthy IndianTakeout,727.0642031624066,"Sandford Fleming Building, 10 King's College Rd, Toronto, ON M5S, Canada",+1 416-961-9797,3.0,22,False
Leela Indian Food Bar,767.3188274894943,"3108 Dundas Street W, Toronto, ON M6P 2A1, Canada",+1 416-769-7777,4.0,105,False
Curry Twist Restaurant,712.6619732606131,"3034 Dundas Street W, Toronto, ON M6P 1Z3, Canada",+1 416-769-5460,4.0,114,False
North of Bombay,705.6594136302971,"2996 Dundas Street W, Toronto, ON M6P 1Z3, Canada",+1 416-604-9465,3.0,46,False
My Roti Place,210.02942779285416,"70 Weston Road, Toronto, ON M6N 5H3, Canada",+1 647-350-5554,3.5,5,False
Indilicious,1185.695714675535,"3358 Dundas Street W, Toronto, ON M6P 2A4, Canada",+1 416-769-4270,4.0,24,False
Simba Grill,721.38390914695,"375 Donlands Avenue, East York, ON M4J 3S2, Canada",+1 416-429-6057,3.5,24,False
Aafrien,467.1923005821532,"55 Eglinton Avenue E, Toronto, ON M4P 1G8, Canada",+1 416-482-3434,4.5,17,False
Khau Gully,1076.1628074836797,"1991 Yonge Street, Toronto, ON M4S 1Z8, Canada",,4.0,99,False
Chowrasta Indian Cuisine,228.06468930364238,"164 Eglinton Avenue E, Toronto, ON M4P 1G4, Canada",+1 416-486-6644,3.5,4,False
Marigold Indian Bistro,770.5115509463005,"552 Mount Pleasant Road, Toronto, ON M4S 2M6, Canada",+1 647-748-0220,3.0,77,False
Fresh on Eglinton,392.4443419746299,"101 Eglinton Avenue E, Toronto, ON M4P 1H4, Canada",+1 416-599-4442,3.5,203,False
My Roti Place,1031.462025124329,"2013 Yonge Street, Toronto, ON M4S 1Z8, Canada",+1 416-322-9559,4.0,22,False
My Roti Place,1019.4381770139646,"3 Glebe Rd E, Toronto, ON M4S 1N7, Canada",+1 647-295-9446,2.5,3,False
Bhoj Indian Cuisine,520.7705508249193,"21 Davenport Road, Toronto, ON M5R 1H2, Canada",+1 416-961-8351,4.0,73,False
Naan & Kabob,359.6887986536859,"691 Yonge Street, Toronto, ON M4Y 2B2, Canada",+1 416-972-6623,4.0,149,False
Utsav,647.3685556625557,"69 Yorkville Ave, Toronto, ON M5R 1B8, Canada",+1 416-961-8349,4.0,137,False
Poppadum,418.0433482125446,"874 Yonge Street, Toronto, ON M4W 2J1, Canada",+1 647-892-2907,5.0,6,False
Suksi Biryani House,319.05602407994036,"15 Hayden Street, Toronto, ON M4Y 2P2, Canada",+1 416-515-1957,3.5,74,False
Kathmandu Restaurant,407.0848954929596,"12 Cumberland Street, Toronto, ON M4W 1J5, Canada",+1 647-345-4214,3.5,68,False
Kothur Indian Cuisine,441.04333925609654,"649 Yonge Street, Toronto, ON M4Y 2A6, Canada",+1 416-926-0953,3.5,101,False
Maja Indian Cuisine,341.0030825335699,"345 Bloor Street E, Toronto, ON M4W 3J6, Canada",+1 647-350-7876,4.0,34,False
Indian Roti House,802.1737642915307,"471 Church Street, Toronto, ON M4Y 2C5, Canada",+1 647-987-7684,3.5,43,False
Exotic Tandoori Restaurant,451.0921441418386,"11 Charles Street W, Toronto, ON M4Y 1R4, Canada",+1 416-964-1616,3.0,2,False
PLANTA Yorkville,541.6591604392843,"1221 Bay Street, Toronto, ON M5R 3P5, Canada",+1 647-812-1221,4.0,508,False
Tandori,285.280220785793,"Hudson Bay Centre, 2 Bloor Street E, Toronto, ON M4W 3T3, Canada",+1 416-580-9311,3.0,7,False
Ceylon Spice by Esther,364.6458223697491,"2 Bloor St W, L35, Toronto, ON M5T 1G1, Canada",,2.0,5,False
M Biryani House,445.2877837616815,"F03-2 Bloor Street W, Toronto, ON M5T 1G1, Canada",+1 647-340-4180,1.0,1,False
Butter Chicken Roti,554.7367264401436,"646 Yonge Street, Toronto, ON M4Y 2A6, Canada",+1 416-783-7634,3.5,20,False
Kabab & Tikah House,1213.4105772869577,"178 Carlton Street, Toronto, ON M5A 2K3, Canada",+1 416-964-8414,2.0,10,False
The Halal Guys,705.1452145486905,"563 Yonge St, Toronto, ON M4Y 1Z2, Canada",+1 416-901-1011,3.0,269,False
Wrap & Grab,636.752421687895,"618 Yonge Street, Toronto, ON M4Y 1Z3, Canada",+1 416-598-0505,2.0,7,False
Bhoj Indian Cuisine,652.0512763017927,"21 Davenport Road, Toronto, ON M5R 1H2, Canada",+1 416-961-8351,4.0,73,False
Naan & Kabob,479.1833790529557,"691 Yonge Street, Toronto, ON M4Y 2B2, Canada",+1 416-972-6623,4.0,149,False
Utsav,788.9820729846581,"69 Yorkville Ave, Toronto, ON M5R 1B8, Canada",+1 416-961-8349,4.0,137,False
Poppadum,550.4815615638701,"874 Yonge Street, Toronto, ON M4W 2J1, Canada",+1 647-892-2907,5.0,6,False
Suksi Biryani House,442.47956678013446,"15 Hayden Street, Toronto, ON M4Y 2P2, Canada",+1 416-515-1957,3.5,74,False
Kathmandu Restaurant,548.8406585436363,"12 Cumberland Street, Toronto, ON M4W 1J5, Canada",+1 647-345-4214,3.5,68,False
Maja Indian Cuisine,199.04320118107378,"345 Bloor Street E, Toronto, ON M4W 3J6, Canada",+1 647-350-7876,4.0,34,False
Kothur Indian Cuisine,539.798220465713,"649 Yonge Street, Toronto, ON M4Y 2A6, Canada",+1 416-926-0953,3.5,101,False
Indian Roti House,795.6221087313526,"471 Church Street, Toronto, ON M4Y 2C5, Canada",+1 647-987-7684,3.5,43,False
Suruthi's Take Out & Catering,1079.6290506629973,"585 Parliament Street, Toronto, ON M4X 1P9, Canada",+1 416-925-1939,4.0,12,False
PLANTA Yorkville,682.9591857866938,"1221 Bay Street, Toronto, ON M5R 3P5, Canada",+1 647-812-1221,4.0,508,False
Butter Chicken Factory,1060.9990315772798,"560 Parliament Street, Toronto, ON M4X 1P8, Canada",+1 416-964-7583,3.5,161,False
Tandori,425.91119205848446,"Hudson Bay Centre, 2 Bloor Street E, Toronto, ON M4W 3T3, Canada",+1 416-580-9311,3.0,7,False
Exotic Tandoori Restaurant,570.0695651738845,"11 Charles Street W, Toronto, ON M4Y 1R4, Canada",+1 416-964-1616,3.0,2,False
M Biryani House,586.3448737552663,"F03-2 Bloor Street W, Toronto, ON M5T 1G1, Canada",+1 647-340-4180,1.0,1,False
Ceylon Spice by Esther,505.5135516996876,"2 Bloor St W, L35, Toronto, ON M5T 1G1, Canada",,2.0,5,False
Butter Chicken Roti,636.8743520368798,"646 Yonge Street, Toronto, ON M4Y 2A6, Canada",+1 416-783-7634,3.5,20,False
Momo Ghar,1048.5604614136162,"568 Parliament St, Toronto, ON M4X 1P6, Canada",+1 416-920-8224,5.0,12,False
BBQ Chicken Factory,1009.3243183421722,"292 Wellesley Street E, Toronto, ON M4X 1H1, Canada",+1 647-352-7111,4.0,2,False
Kabab & Tikah House,1136.817458188196,"178 Carlton Street, Toronto, ON M5A 2K3, Canada",+1 416-964-8414,2.0,10,False
Ambiyan on Yonge,1040.4539344564175,"1560 Yonge Street, Unit 114, Toronto, ON M4T 2S9, Canada",+1 416-792-5656,4.5,12,False
Vivah Restaurant,1040.4539344564175,"1560 Yonge Street, Toronto, ON M4T 2S9, Canada",+1 416-929-2800,2.5,2,False
Twisted Indian Wraps,799.464104218462,"60 St Clair Avenue East, Toronto, ON M4T 1N5, Canada",+1 416-546-0314,4.5,4,False
Bawara,820.2471702381058,"1570 Bloor St W, Toronto, ON M5G 1S4, Canada",+1 416-532-2323,4.5,11,False
Bancan Kitchen,829.769744272015,"1328 Danforth Avenue E, Toronto, ON M4J 1M9, Canada",+1 416-469-0002,4.5,7,False
Kachiguda Junction,822.6609501804065,"505 Danforth Avenue, Toronto, ON M4K 1P5, Canada",+1 416-466-1555,4.5,3,False
Danforth Dragon,70.07207116403443,"861 Danforth Avenue, Toronto, ON M4J 1L8, Canada",+1 416-461-9238,3.5,88,False
Momo Hut & Gardens,1024.4871341559733,"401 Danforth Avenue, Danforth, Toronto, ON M4K 1P1, Canada",+1 416-363-8580,4.5,124,False
India Kitchen,137.9890699144564,"988 Danforth Ave, Toronto, ON M4J 1M1, Canada",,1.0,1,False
Not Just Butter Chicken,792.9070071099815,"1307 Danforth Avenue, Toronto, ON M4J 1M8, Canada",+1 416-994-1972,4.5,16,False
Lahore Grill & Fast Food,1353.3773468395354,"1274 Gerrard Street E, Toronto, ON M4L 1Y6, Canada",+1 416-778-9785,3.5,14,False
Gorkha Durbar,783.1991670994204,"516 Danforth Ave, Toronto, ON M4K 1P6, Canada",+1 416-469-5580,2.0,1,False
Abyssinia Ethiopian Restaurant,50.690872004483424,"884 Danforth Avenue, Toronto, ON M4J 1L7, Canada",+1 416-778-9798,4.5,25,False
Maha's,1276.8223264348435,"226 Greenwood Avenue, Toronto, ON M4L 2R2, Canada",+1 416-462-2703,4.0,598,False
Mumbaikar Indian Restaurant and Bar,514.0944703029791,"1063 Bloor Street W, Toronto, ON M6H 1M5, Canada",+1 416-533-1576,4.0,4,False
South Indian Dosa Mahal,313.58211778997173,"1285 Bloor Street W, Toronto, ON M6H 1N7, Canada",+1 416-588-4147,4.5,2,False
Tadka Express,316.84948553949005,"675 Lansdowne Avenue, Toronto, ON M6H 3Y9, Canada",+1 416-551-7891,3.0,2,False
Butter Chicken Roti - Bloor W,618.8263646245066,"1030 Bloor Street W, Toronto, ON M6H 1M2, Canada",+1 647-347-3227,4.0,10,False
Mirch Indian Cuisine,559.6345341211427,"900 Dufferin St, Toronto, ON M6H 4E7, Canada",+1 416-885-4934,4.0,10,False
Cafe Tibet Bar & Grill,1347.425441569226,"390 Roncesvalles Avenue, Toronto, ON M6R 2M9, Canada",+1 416-792-9258,4.5,22,False
Pukka,920.1011155803518,"778 St. Clair Avenue W, Toronto, ON M6C 1B6, Canada",+1 416-342-1906,4.0,180,False
Savera Indian Cuisine,787.9722657373724,"815 Saint Clair Avenue W, Toronto, ON M6C 1B9, Canada",+1 416-657-2500,4.0,58,False
Bindia Indian Bistro,217.37351391659894,"16 Market St., Toronto, ON M5E 1M6, Canada",+1 416-863-0000,4.0,207,False
Bombay Palace,472.9783735599157,"71 Jarvis Street, Toronto, ON M5C 2H2, Canada",+1 416-368-8048,3.5,59,False
Benares Cucina Indian,312.9153234202821,"001 – 49 Front Street E, Toronto, ON M5E 1B3, Canada",+1 416-955-9000,4.0,9,False
Khazana - By Chef Sanjeev Kapoor,1187.8181254343026,"261 Yonge Street, Toronto, ON M5B 1N8, Canada",+1 905-789-8738,3.5,20,False
Karma’s Kitchen,186.3029093660588,"140 The Esplanade, Unit 4, Toronto, ON M5A 4P5, Canada",,2.0,1,False
Butter Chicken Roti,438.56420912245306,"201 King Street E, Unit 3, Toronto, ON M5A 1J5, Canada",+1 416-551-9933,3.5,37,False
My Roti Place,716.3274288985522,"12 Queens Quay W, Toronto, ON M5J 2V7, Canada",+1 647-348-7684,3.5,25,False
My Dosa Place,724.2204320344982,"12 Queens Quay W, Toronto, ON M5J 2V7, Canada",+1 647-350-3672,3.0,20,False
Chaska,235.65029816111294,"16 Richardson Street, Unit 2, Toronto, ON M5A 1B4, Canada",+1 416-594-0104,1.0,1,False
Charcoal Biryani,722.6641348328432,"199 Bay Street, Commerce Court, Toronto, ON M5L 0A2, Canada",+1 647-294-1006,3.0,1,False
Touch,687.1290873902724,"1 Adelaide St E, Toronto, ON M5C 1J4, Canada",+1 416-364-4203,3.0,20,False
Stratus Restaurant,852.1014479765153,"79 Wellington Street W, TD South Tower, 36th Fl., Toronto, ON M5K 1J5, Canada",+1 416-865-1924,5.0,1,False
Butter Chicken Roti,876.0802930814481,"55 Front Street W, Union Station, Toronto, ON M5J 1E6, Canada",+1 647-943-0289,4.0,3,False
Swades Indian Cuisine,1106.0818341033464,"208 Queens Quay West, Harbourfront centre, Toronto, ON M5J 2Y5, Canada",+1 416-368-7272,2.5,37,False
Amaya,902.0194989882447,"100 King Street W, Toronto, ON M5X 2A2, Canada",+1 416-214-0005,3.0,19,False
Amaya Express,1092.0222212775504,"Eaton Centre, 220 Yonge St, Toronto, ON M5B 2L7, Canada",+1 416-322-3270,2.5,56,False
Chachu's,1108.8650989774465,"179 Parliament Street, Toronto, ON M5A 1T1, Canada",,3.5,2,False
Marcello's Market & Deli,1004.9215308787066,"105 Adelaide Street W, Toronto, ON M5H 1P9, Canada",+1 647-348-8865,3.5,11,False
Olly Fresco's,763.389546700629,"Royal Bank Plaza, 200 Bay Street, Toronto, ON M5J 2J2, Canada",+1 416-203-0444,4.0,36,False
Rikki Tikki,1019.7637956882269,"209 Augusta Avenue, Toronto, ON M5T 2L4, Canada",+1 416-792-3229,5.0,27,False
Little India Restaurant,854.029563117351,"255 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-205-9836,3.5,435,False
Maezo Indian Cuisine,333.7206651598433,"102-250 Dundas Street W, Toronto, ON M5T 2Z6, Canada",+1 416-941-0000,4.5,12,False
The Host Fine Indian Cuisine,327.3286295020509,"87 Elm Street, Toronto, ON M5G 0A8, Canada",+1 416-962-4678,3.5,131,False
Khazana - By Chef Sanjeev Kapoor,843.2503920067335,"261 Yonge Street, Toronto, ON M5B 1N8, Canada",+1 905-789-8738,3.5,20,False
Matagali Restaurant,418.4658654102283,"69 Elm Street, Toronto, ON M5G 1H2, Canada",+1 416-599-9994,3.5,57,False
Colaba Junction,499.14271355552006,"801 Bay Street, Unit 3 & 4, Toronto, ON M5S 1Y9, Canada",+1 416-646-8800,3.0,81,False
Spice66,725.9102842538322,"335 Yonge And Dundas, Toronto, ON M5B 2L3, Canada",+1 416-816-2766,4.0,3,False
Indian Biriyani House,419.8986208533697,"181 Dundas St W, Toronto, ON M5G 1C7, Canada",+1 416-340-1254,2.5,71,False
T|Bar,547.4768321818661,"Chelsea Hotel, 33 Gerrard Street W, Toronto, ON M5G 1Z4, Canada",+1 416-585-4961,3.5,13,False
The Bombay,860.9284900751053,"259 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-519-2550,3.0,9,False
Punjabi Chaap Corner,498.9537308472065,"38 Elm Street, Unit 06A, Toronto, ON M5G 2K5, Canada",+1 416-598-3787,4.0,5,False
PLANTA Toronto,805.1852934756129,"180 Queen Street W, Toronto, ON M5V 3X3, Canada",+1 647-812-1210,4.0,168,False
Sizzler Kabab,768.2985466192382,"381 Spadina Avenue, Toronto, ON M5T 2G6, Canada",+1 416-551-7786,3.5,51,False
Veda Healthy IndianTakeout,462.47013804270716,"Sandford Fleming Building, 10 King's College Rd, Toronto, ON M5S, Canada",+1 416-961-9797,3.0,22,False
Indian Roti House,1068.6200037534325,"471 Church Street, Toronto, ON M4Y 2C5, Canada",+1 647-987-7684,3.5,43,False
Globol Restaurants,916.6774756242374,"60 Carlton Street, Loblaws Maple Leaf Gardens, Toronto, ON M5B 1J2, Canada",,5.0,1,False
Naanspot- Modern Indian Cuisine,990.8137234158472,"310 College Street, Toronto, ON M5T 1S2, Canada",+1 647-343-6226,4.0,5,False
Multani Rollz & Bowlz,604.2174330582259,"384 Yonge Street, Unit 54, Toronto, ON M5G 2K2, Canada",,3.0,1,False
Ali Baba's Middle Eastern Cuisine,397.33748620792096,"197 Dundas Street W, Toronto, ON M5G 1C8, Canada",+1 416-597-0202,3.0,50,False
Aanch,606.162760712848,"259 Wellington St W, Toronto, ON M5V, Canada",+1 416-599-0513,4.0,189,False
Little India Restaurant,425.98006697005286,"255 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-205-9836,3.5,435,False
Aroma Fine Indian Cuisine,436.61308531508257,"287 King St W, Toronto, ON M5V 1J5, Canada",+1 416-971-7242,3.5,224,False
Byblos,269.19329497586074,"11 Duncan Street, Toronto, ON M5V 3M2, Canada",+1 647-660-0909,4.5,910,False
The Bombay,431.10837392387964,"259 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-519-2550,3.0,9,False
Chaska,253.50673019718147,"218 Adelaide St W, Toronto, ON M5H 1W7, Canada",,4.0,12,False
Indian Roti House,953.4962295160548,"256 Queens Quay W, Toronto, ON M5J 1B5, Canada",+1 416-260-6666,4.0,231,False
Khazana - By Chef Sanjeev Kapoor,908.82852250887,"261 Yonge Street, Toronto, ON M5B 1N8, Canada",+1 905-789-8738,3.5,20,False
Maezo Indian Cuisine,878.8828494076993,"102-250 Dundas Street W, Toronto, ON M5T 2Z6, Canada",+1 416-941-0000,4.5,12,False
PLANTA Toronto,408.3564754211203,"180 Queen Street W, Toronto, ON M5V 3X3, Canada",+1 647-812-1210,4.0,168,False
Stratus Restaurant,300.93821545366325,"79 Wellington Street W, TD South Tower, 36th Fl., Toronto, ON M5K 1J5, Canada",+1 416-865-1924,5.0,1,False
Chaska Express,113.76668333265467,"595 Bay Street, Toronto, ON M5G 2R3, Canada",+1 647-475-1278,3.5,20,False
Charcoal Biryani,426.9616663224341,"199 Bay Street, Commerce Court, Toronto, ON M5L 0A2, Canada",+1 647-294-1006,3.0,1,False
The Host Fine Indian Cuisine,999.170264438655,"87 Elm Street, Toronto, ON M5G 0A8, Canada",+1 416-962-4678,3.5,131,False
Amaya,269.85715322284614,"100 King Street W, Toronto, ON M5X 2A2, Canada",+1 416-214-0005,3.0,19,False
Butter Chicken Roti,416.2913200885609,"55 Front Street W, Union Station, Toronto, ON M5J 1E6, Canada",+1 647-943-0289,4.0,3,False
Indian Biriyani House,812.9527289746057,"181 Dundas St W, Toronto, ON M5G 1C7, Canada",+1 416-340-1254,2.5,71,False
Fresh on Spadina,877.8987871129684,"147 Spadina Avenue, Toronto, ON M5V 2L7, Canada",+1 416-599-4442,4.0,435,False
Benares Cucina Indian,846.7091180078577,"001 – 49 Front Street E, Toronto, ON M5E 1B3, Canada",+1 416-955-9000,4.0,9,False
Touch,653.2603764848279,"1 Adelaide St E, Toronto, ON M5C 1J4, Canada",+1 416-364-4203,3.0,20,False
Cumin Kitchen - Fine Indian Cuisine,552.8104791265416,"1820 Danforth Avenue, Toronto, ON M4C 1H8, Canada",+1 647-748-5522,4.5,71,False
The Samosarie,403.6016207543672,"1904 Danforth Avenue, Toronto, ON M4C 1J4, Canada",+1 416-421-9990,3.0,5,False
Hot Pot Cafe,75.63080514777921,"2134 Danforth Avenue, Toronto, ON M4C 1J9, Canada",+1 647-349-9399,5.0,5,False
Al-Mani Grill and Biryani,1045.41814730981,"2658 Danforth Ave, Toronto, ON M4C 1L7, Canada",+1 416-690-7406,1.5,5,False
Ambiyan on Yonge,910.6991828899002,"1560 Yonge Street, Unit 114, Toronto, ON M4T 2S9, Canada",+1 416-792-5656,4.5,12,False
Govinda's,783.9539796921671,"243 Avenue Road, Toronto, ON M5R 2J6, Canada",+1 888-218-1040,4.0,43,False
Vivah Restaurant,910.6991828899002,"1560 Yonge Street, Toronto, ON M4T 2S9, Canada",+1 416-929-2800,2.5,2,False
Twisted Indian Wraps,776.7740549197292,"60 St Clair Avenue East, Toronto, ON M4T 1N5, Canada",+1 416-546-0314,4.5,4,False
Adrak,968.499655053118,"138 Avenue Road, Toronto, ON M5R 2H6, Canada",+1 416-413-0777,3.5,11,False
Rikki Tikki,1170.7500320786442,"209 Augusta Avenue, Toronto, ON M5T 2L4, Canada",+1 416-792-3229,5.0,27,False
Roti Mahal Indian Cuisine,576.4068593150043,"554 Queen Street W, Toronto, ON M5V 2B5, Canada",+1 416-546-9404,4.5,17,False
My Roti Place,399.6344992766093,"901 King Street West, Toronto, ON M5V 3H5, Canada",+1 416-306-8445,4.5,34,False
Saffron Spice Kitchen,1053.1302588380286,"459 Queen Street W, Toronto, ON M5V 2A9, Canada",+1 416-203-0222,4.0,137,False
Friends Butter Chicken,466.55502806088634,"657 Queen Street W, Toronto, ON M6J 1E6, Canada",,4.5,4,False
Curryish Tavern,145.87639650149282,"783 Queen Street W, Toronto, ON M6J 1G1, Canada",+1 416-392-7837,4.0,11,False
The Kettle,406.82060260147125,"685 Queen Street W, Toronto, ON M6J 1E6, Canada",+1 416-551-6788,4.5,14,False
The Momo House,403.19084801897765,"685 Queen St W, Toronto, ON M6J 1E6, Canada",,4.0,4,False
Maurya East Indian Roti,905.8647397830701,"150 E Liberty Street, Toronto, ON M6K 3R5, Canada",+1 647-347-7002,3.0,43,False
My Dosa Place,1054.61950799382,"406 Queen Street W, Toronto, ON M5V 2A6, Canada",+1 416-366-5554,4.0,1,False
